product,system,country,body,indication_key,indication_text,regulatory_approval_date,submission_or_start_date,decision_date,outcome,arrangement_type,arrangement_detail,added_benefit_or_rating,price_at_decision,price_currency,price_basis,stated_reasons_verbatim,document_title,document_id,source_url,fetched_date,status,notes,source_file,product_key,approval_dt,approval_basis,decision_dt,fda_dt,months_approval_to_decision,months_fda_to_decision,usable
Kymriah,France,France,JO (inscription),ALL_ped,"enfants et jeunes adultes jusqu'à 25 ans atteints de LAL à cellules B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus; and LDGCB en rechute ou réfractaire après deux lignes ou plus",2018-08-23,,2019-12-20,recommended,none,inscription liste en sus,,,,,,"Arrêté du 20 décembre 2019 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SSAS1937049A, JO 26/12/2019)",JORFTEXT000039667265,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039667265,2026-09-05,verified-from-source,UCD 3400894399384; covers ALL_ped and LBCL_3L. Arrêté collectivités du 17 décembre 2019: JORFTEXT000039667217 (snippet). Data-collection arrêté 20/12/2019: JORFTEXT000039667256.,decisions_has.csv,kymriah,2018-08-23,stated by agent,2019-12-20,2017-08-30,15.9,27.7,True
Kymriah,France,France,JO (inscription),FL_3L,"traitement des patients adultes présentant un lymphome folliculaire après au moins deux lignes de traitement qui présentent une maladie réfractaire, ou en rechute pendant ou dans les 6 mois qui suivent la fin de leur traitement d'entretien, ou en rechute après une autogreffe de cellules souches hématopoïétiques",2018-08-23,,2023-09-12,recommended,none,extension d'indication liste en sus,,,,,,"Arrêté du 12 septembre 2023 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SPRS2324546A, JO 14/09/2023)",JORFTEXT000048068093,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048068093,2026-09-05,verified-from-source,Companion arrêté collectivités du 12 septembre 2023: JORFTEXT000048068081 (snippet). An arrêté collectivités du 7 février 2023 (JORFTEXT000047716292) also mentions KYMRIAH (content not read).,decisions_has.csv,kymriah,2018-08-23,stated by agent,2023-09-12,2017-08-30,60.6,72.4,True
Luxturna,France,France,JO (inscription),RPE65,traitement des patients adultes et des enfants présentant une perte visuelle due à une dystrophie rétinienne héréditaire résultant de mutations bi-alléliques du gène RPE65,2018-11-22,,2021-08-04,recommended,none,inscription liste en sus,,,,,,"Arrêté du 4 août 2021 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SSAS2121645A, JO 06/08/2021)",JORFTEXT000043909970,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000043909970,2026-09-05,verified-from-source,UCD 3400894437857. Arrêté collectivités du 30 juillet 2021: JORFTEXT000043909958 (snippet).,decisions_has.csv,luxturna,2018-11-22,stated by agent,2021-08-04,2017-12-19,32.4,43.5,True
Abecma,France,France,JO (inscription),MM_4L,traitement des patients adultes atteints d'un myélome multiple en rechute et réfractaire ayant reçu au moins trois traitements antérieurs,2021-08-18,,2024-11-05,recommended,none,inscription liste en sus,,,,,,"Arrêté du 5 novembre 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR MSAS2429884A, JO 13/11/2024)",JORFTEXT000050489128,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050489128,2026-09-05,verified-from-source,UCD 3400890012645. Inscription came about three years after the CT avis of 15/12/2021 (ASMR V) and after the re-evaluation of 21/06/2023 (ASMR IV).,decisions_has.csv,abecma,2021-08-18,stated by agent,2024-11-05,2021-03-26,38.6,43.4,True
Abecma,France,France,JO (inscription),MM_3L,"traitement des patients adultes atteints d'un myélome multiple en rechute et réfractaire ayant reçu au moins deux traitements antérieurs, incluant un agent immunomodulateur (IMID), un inhibiteur du protéasome (IP) et un anticorps anti-CD38, et dont la maladie a progressé pendant le dernier traitement",2021-08-18,,2025-12-05,recommended,none,extension d'indication liste en sus,,,,,,"Arrêté du 5 décembre 2025 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SFHS2532706A, JO 09/12/2025)",JORFTEXT000053000804,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053000804,2026-09-05,verified-from-source,Extension d'indication.,decisions_has.csv,abecma,2021-08-18,stated by agent,2025-12-05,2021-03-26,51.6,56.3,True
Breyanzi,France,France,JO (inscription),LBCL_2L,"traitement des patients adultes atteints d'un LDGCB, d'un LHGCB, d'un LMPGCB ou d'un lymphome folliculaire de grade 3B (LF3B) en rechute dans les 12 mois suivant la fin d'une immunochimiothérapie de première ligne ou réfractaire à ce traitement de première ligne",2022-04-04,,2024-07-08,recommended,none,inscription liste en sus,,,,,,"Arrêté du 8 juillet 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2419141A, JO 11/07/2024)",JORFTEXT000049938593,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049938593,2026-09-05,verified-from-source,UCD 3400890024518. Arrêté collectivités du 5 juillet 2024: JORFTEXT000049950306 (snippet: use limited to qualified centres).,decisions_has.csv,breyanzi,2022-04-04,stated by agent,2024-07-08,2021-02-05,27.1,41.0,True
Tecartus,France,France,JO (inscription),MCL_3L,lymphome à cellules du manteau (LCM) réfractaire ou en rechute après au moins deux lignes de traitement systémique dont un traitement par un inhibiteur de tyrosine kinase de Bruton (BTK),2020-12-14,,2022-08-03,recommended,none,inscription liste en sus,,,,,,"Arrêté du 3 août 2022 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SPRS2222834A, JO 09/08/2022)",JORFTEXT000046160974,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000046160974,2026-09-05,verified-from-source,UCD 3400890008044. Arrêté collectivités du 2 août 2022: JORFTEXT000046160963 (snippet). Data-collection arrêté 27/09/2021: JORFTEXT000044137993.,decisions_has.csv,tecartus,2020-12-14,stated by agent,2022-08-03,2020-07-24,19.6,24.3,True
Tecartus,France,France,JO (inscription),ALL_adult_3L,"patients adultes âgés de 26 ans et plus atteints de LAL à précurseurs B réfractaire ou en rechute, chromosome Philadelphie négatif, après au moins deux lignes de traitement antérieures",2020-12-14,,2024-07-08,recommended,none,extension d'indication liste en sus,,,,,,"Arrêté du 8 juillet 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2419143A, JO 09/07/2024)",JORFTEXT000049908644,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049908644,2026-09-05,verified-from-source,Extension d'indication. Arrêté collectivités du 1er juillet 2024: JORFTEXT000049870913 (snippet). Arrêtés of 20/07/2026 (JORFTEXT000054451052 collectivités; JORFTEXT000054451035 remboursables) also list TECARTUS (content not read).,decisions_has.csv,tecartus,2020-12-14,stated by agent,2024-07-08,2020-07-24,42.8,47.5,True
Ebvallo,France,France,JO (inscription),PTLD_EBV_2L,en monothérapie dans le traitement des patients adultes et pédiatriques âgés de 2 ans et plus atteints d'une maladie lymphoproliférative post-transplantation et positive au virus d'Epstein-Barr,2022-12-16,,2025-06-02,recommended,none,inscription liste en sus,,,,,,"Arrêté du 2 juin 2025 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2516265A, JO 04/07/2025)",JORFTEXT000051843966,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051843966,2026-09-05,verified-from-source,UCD 3400890030885.,decisions_has.csv,ebvallo,2022-12-16,stated by agent,2025-06-02,,29.5,,True
Vyjuvek,France,France,JO (inscription),DEB,,2025-04-23,,,recommended,none,inscription liste de rétrocession,,,,,,"Inscription sur la liste de rétrocession, prix de cession publié au Journal Officiel (BDPM extrait)",,,2026-09-05,provisional-from-snippet,BDPM extrait (specid 64181296) states 'Inscription sur la liste de rétrocession au titre de son AMM ... Prix de cession publié au Journal Officiel'; the arrêté and its date were not located on Legifrance (search returned only a CNIL decision).,decisions_has.csv,vyjuvek,2025-04-23,stated by agent,,2023-05-19,,,False
Carvykti,France,France,JO (inscription),MM_2L,,2022-05-25,,,not-found,none,,,,,,,No Journal Officiel inscription arrêté located,,,2026-09-05,not-found,"No inscription arrêté found on Legifrance (searches 'carvykti' and 'ciltacabtagene' return only the 23/05/2023 arrêt de prise en charge précoce). BDPM: 'Pas de présentation à afficher', non commercialisée. CT avis of 16/07/2025 (ASMR III) suggests a pending inscription/price negotiation.",decisions_has.csv,carvykti,2022-05-25,stated by agent,,2022-02-28,,,False
Zolgensma,France,France,JO (inscription),SMA_5q,,2020-05-18,,,not-found,none,,,,,,,No Journal Officiel inscription arrêté located,,,2026-09-05,not-found,"Legifrance search 'zolgensma' returned 0 results; BDPM: all presentations 'non agréée aux collectivités, prix libre, médicament non remboursable'. Funding after the ATUc appears to run through post-ATU/accès précoce continuity rather than a JO inscription; not verified here.",decisions_has.csv,zolgensma,2020-05-18,stated by agent,,2019-05-24,,,False
Lenmeldy / Libmeldy,France,France,JO (inscription),MLD_early,,2020-12-17,,,not-found,none,,,,,,,No Journal Officiel inscription arrêté located,,,2026-09-05,not-found,"Legifrance search 'libmeldy' returned 0 results; BDPM: présentation non agréée aux collectivités, prix libre. Arrêté du 21 octobre 2021 limiting use to certain centres exists (HAS avis n° 2021.0074/DC/SEM). No inscription arrêté found.",decisions_has.csv,lenmeldy,2020-12-17,stated by agent,,2024-03-18,,,False
Casgevy,France,France,JO (inscription),SCD_VOC_12plus,,2024-02-09,,,not-found,none,,,,,,,No Journal Officiel inscription arrêté located,,,2026-09-05,not-found,"Legifrance search 'casgevy' returned 0 results; BDPM: présentation non agréée aux collectivités, prix libre. Accès précoce ended Nov/Dec 2024; no inscription arrêté found.",decisions_has.csv,casgevy,2024-02-09,stated by agent,,2023-12-08,,,False
Kebilidi / Upstaza,France,France,JO (inscription),AADC,,2022-07-18,,,not-found,none,,,,,,,No Journal Officiel inscription arrêté located,,,2026-09-05,not-found,"BDPM: présentation non agréée aux collectivités, prix libre; AAP post-AMM still ongoing (2026). Only the Arrêté du 17 novembre 2020 restricting use to certain establishments found (JORFTEXT000042539261).",decisions_has.csv,kebilidi,2022-07-18,stated by agent,,2024-11-13,,,False
Alofisel,France,France,JO (inscription),CROHN_FISTULA,,2018-03-23,,,not-found,none,,,,,,,No Journal Officiel inscription arrêté located,,,2026-09-05,not-found,"BDPM: présentation non agréée aux collectivités, prix libre, arrêt de commercialisation 13/12/2024; EU MA withdrawn 2024-12-13. No inscription arrêté found.",decisions_has.csv,alofisel,2018-03-23,stated by agent,,,,,False
Zynteglo,France,France,JO (inscription),TDT_12plus,,2019-05-29,,,not-found,none,,,,,,,No Journal Officiel inscription arrêté located,,,2026-09-05,not-found,No JO inscription; bluebird bio withdrew from the EU market (EU MA withdrawn 2022-03-24). Not in BDPM.,decisions_has.csv,zynteglo,2019-05-29,stated by agent,,2022-08-17,,,False
Kymriah,France,France,CEPS (price),ALL_ped,,2018-08-23,,2019-12-26,recommended,confidential-discount,tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential,,297666,EUR,tarif de responsabilité,,Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 26/12/2019),JORFTEXT000039668553,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039668553,2026-09-05,verified-from-source,"UCD 34008 943 993 8 4 KYMRIAH 1,2MN-600MN CELLU POC, NOVARTIS PHARMA SAS: 297 666,000 / 297 666,000 (tarif de responsabilité HT; prix limite de vente HT). Applies to ALL_ped and LBCL_3L.",decisions_has.csv,kymriah,2018-08-23,stated by agent,2019-12-26,2017-08-30,16.1,27.9,True
Kymriah,France,France,CEPS (price),FL_3L,,2018-08-23,,2023-09-14,recommended,confidential-discount,tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential,,251750,EUR,tarif de responsabilité,,Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 14/09/2023),JORFTEXT000048068436,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048068436,2026-09-05,verified-from-source,"UCD 34008 943 993 8 4: 251 750,00 / 251 750,00 (price revised at the FL extension). A further avis modifiant of Sept 2023 (JORFTEXT000048080346) and an avis of 2024 (JORFTEXT000053170369) also list KYMRIAH; amounts not read.",decisions_has.csv,kymriah,2018-08-23,stated by agent,2023-09-14,2017-08-30,60.7,72.5,True
Yescarta,France,France,CEPS (price),LBCL_3L,,2018-08-23,,2019-07-13,recommended,confidential-discount,tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential,,327000,EUR,tarif de responsabilité,,Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 13/07/2019),JORFTEXT000038758420,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000038758420,2026-09-05,verified-from-source,"UCD 34008 944 045 6 9 YESCARTA 0,4-2X100MN CELL POC, GILEAD SCIENCES: 327 000,000 / 327 000,000.",decisions_has.csv,yescarta,2018-08-23,stated by agent,2019-07-13,2017-10-18,10.6,20.8,True
Yescarta,France,France,CEPS (price),LBCL_2L,,2018-08-23,,2024-04-10,recommended,confidential-discount,tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential,,299500,EUR,tarif de responsabilité,,Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 10/04/2024),JORFTEXT000049394210,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049394210,2026-09-05,provisional-from-snippet,"Amount from Legifrance search snippet only (299 500,000).",decisions_has.csv,yescarta,2018-08-23,stated by agent,2024-04-10,2017-10-18,67.6,77.7,False
Yescarta,France,France,CEPS (price),LBCL_2L,,2018-08-23,,2024-10-29,recommended,confidential-discount,tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential,,272000,EUR,tarif de responsabilité,,Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 29/10/2024),JORFTEXT000050403731,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050403731,2026-09-05,provisional-from-snippet,"Amount from Legifrance search snippet only (272 000,000).",decisions_has.csv,yescarta,2018-08-23,stated by agent,2024-10-29,2017-10-18,74.2,84.4,False
Yescarta,France,France,CEPS (price),LBCL_2L,,2018-08-23,,2026-02-20,recommended,confidential-discount,tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential,,244800,EUR,tarif de responsabilité,,Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 20/02/2026),JORFTEXT000053510794,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053510794,2026-09-05,provisional-from-snippet,"Amount from Legifrance search snippet only (244 800,000).",decisions_has.csv,yescarta,2018-08-23,stated by agent,2026-02-20,2017-10-18,89.9,100.1,False
Tecartus,France,France,CEPS (price),MCL_3L,,2020-12-14,,2022-08-09,recommended,confidential-discount,tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential,,360000,EUR,tarif de responsabilité,,Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 09/08/2022),JORFTEXT000046161266,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000046161266,2026-09-05,verified-from-source,"UCD 34008 900 080 4 4 TECARTUS 0,4-2X100MN CELL POC, GILEAD SCIENCES: 360 000,000 / 360 000,000.",decisions_has.csv,tecartus,2020-12-14,stated by agent,2022-08-09,2020-07-24,19.8,24.5,True
